key, propensity
FKW,0
FKY,0.04651
FK_,0
FLF,0.07692
FLG,0.06757
FLH,0.07692
FLI,0.025
FLK,0.08108
FLL,0.22535
FLM,0.18182
FLN,0.11628
FLP,0.01852
FLQ,0.01961
FLR,0.04054
FLS,0.10145
FLT,0.02857
FLV,0.08333
FLW,0.21429
FLY,0.09524
FL_,0
FMF,0
FMG,0.23077
FMH,0.2
FMI,0.28571
FMK,0
FML,0.08696
FMM,0
FMN,0.09091
FMP,0.09091
FMQ,0
FMR,0
FMS,0.2
FMT,0.10526
FMV,0.21429
FMW,0
FMY,0.125
FM_,0
FNF,0
FNG,0.12727
FNH,0
FNI,0.13953
FNK,0.05556
FNL,0.12727
FNM,0
FNN,0.025
FNP,0.02174
FNQ,0.02632
FNR,0.09302
FNS,0.02083
FNT,0.15385
FNV,0.10417
FNW,0.11111
FNY,0.07143
FN_,0
FPF,0
FPG,0.02174
FPH,0
FPI,0.03333
FPK,0.05714
FPL,0.07895
FPM,0.08333
FPN,0.1
FPP,0.0303
FPQ,0
FPR,0.02857
FPS,0.1
FPT,0.02703
FPV,0.05556
FPW,0.14286
FPY,0.07692
FP_,0
FQF,0
FQG,0.03846
FQH,0.25
FQI,0.09091
FQK,0.09524
FQL,0.08511
FQM,0
FQN,0.02381
FQP,0
FQQ,0.0303
FQR,0
FQS,0.07692
FQT,0.03125
FQV,0
FQW,0.11111
FQY,0.12903
FQ_,0
FRF,0.11765
FRG,0.03509
FRH,0.1
FRI,0.08108
FRK,0.09615
FRL,0.025
FRM,0.06667
FRN,0.02439
FRP,0.05556
FRQ,0.02857
FRR,0.11628
FRS,0.08451
FRT,0.07692
FRV,0.10127
FRW,0
FRY,0.13333
FR_,0.5
FSF,0.10714
FSG,0.0597
FSH,0.04348
FSI,0.22222
FSK,0.08
FSL,0.07921
FSM,0.04545
FSN,0.02083
FSP,0.01639
FSQ,0.06667
FSR,0.03704
FSS,0.05455
FST,0.04839
FSV,0.09589
FSW,0.1
FSY,0.05714
FS_,0.2
FTF,0
FTG,0.06122
FTH,0.04762
FTI,0.03922
FTK,0.03279
FTL,0.1125
FTM,0.10526
FTN,0.07143
FTP,0.04082
FTQ,0.02439
FTR,0.06383
FTS,0.11765
FTT,0.04167
FTV,0.02778
FTW,0
FTY,0
FT_,0
FVF,0
FVG,0.08065
FVH,0.0625
FVI,0.17143
FVK,0.07843
FVL,0.05882
FVM,0.08333
FVN,0.04348
FVP,0.04762
FVQ,0.07143
FVR,0.10417
FVS,0.07273
FVT,0.03846
FVV,0.02326
FVW,0
FVY,0.10526
FV_,0.5
FWF,0
FWG,0.18182
FWH,1
FWI,0
FWK,0.05556
FWL,0.08333
FWM,0
FWN,0.28571
FWP,0.33333
FWQ,0.30769
FWR,0.22222
FWS,0.2
FWT,0
FWV,0
FWW,0
FWY,0.15385
FW_,0
FYF,0.11765
FYG,0.2439
FYH,0.21429
FYI,0.17391
FYK,0.08571
FYL,0.10811
FYM,0.11111
FYN,0.17391
FYP,0.07692
FYQ,0
FYR,0.18919
FYS,0.07692
FYT,0.1875
FYV,0.25
FYW,0.22222
FYY,0.17241
FY_,0
GAG,0.05882
GAH,0
GAI,0.06849
GAK,0.05155
GAL,0.03226
GAM,0.02381
GAN,0.08333
GAP,0.05063
GAQ,0.08
GAR,0.01299
GAS,0.11702
GAT,0.02469
GAV,0.07527
GAW,0.16667
GAY,0.08108
GA_,0.125
GCG,0.08333
GCH,0
GCI,0
GCK,0.13333
GCL,0.11538
GCM,0.25
GCN,0.06667
GCP,0.09091
GCQ,0.13333
GCR,0.12
GCS,0.16667
GCT,0.04167
GCV,0.14815
GCW,0.33333
GCY,0.30435
GC_,0
GDG,0.07692
GDH,0.0625
GDI,0.05155
GDK,0.06299
GDL,0.02837
GDM,0.08824
GDN,0.01786
GDP,0.03093
GDQ,0.09259
GDR,0.07527
GDS,0.04386
GDT,0.10227
GDV,0.05882
GDW,0.13043
GDY,0.02597
GD_,0
GEG,0.01786
GEH,0.03125
GEI,0.04167
GEK,0.04098
GEL,0.08889
GEM,0.075
GEN,0.05263
GEP,0.05932
GEQ,0.05085
GER,0.08889
GES,0.09091
GET,0.02041
GEV,0.02985
GEW,0.05263
GEY,0.02041
GE_,0
GFG,0.2
GFH,0.1
GFI,0.13043
GFK,0.17241
GFL,0.13433
GFM,0.14286
GFN,0.2766
GFP,0.02381
GFQ,0.06452
GFR,0.06977
GFS,0.20588
GFT,0.15385
GFV,0.09722
GFW,0.35714
GFY,0.10256
GF_,0
GGG,0.09231
GGH,0.03704
GGI,0.07692
GGK,0.01389
GGL,0.03008
GGM,0.0625
GGN,0.07576
GGP,0.01299
GGQ,0.04839
GGR,0.07447
GGS,0.09402
GGT,0.07692
GGV,0.0566
GGW,0.03333
GGY,0.11667
GG_,0
GHG,0.33333
GHH,0
GHI,0.10526
GHK,0.06061
GHL,0.09615
GHM,0.14286
GHN,0
GHP,0.08696
GHQ,0.07692
GHR,0.08
GHS,0.13953
GHT,0.075
GHV,0.13889
GHW,0.5
GHY,0.13333
GH_,0
GIG,0.14286
GIH,0.03704
GII,0.15094
GIK,0.06579
GIL,0.04211
GIM,0.26087
GIN,0.05357
GIP,0.08475
GIQ,0.07143
GIR,0.05
GIS,0.08475
GIT,0.1194
GIV,0.05714
GIW,0.125
GIY,0.17647
GI_,0
GKG,0.025
GKH,0
GKI,0.05833
GKK,0.05618
GKL,0.07317
GKM,0.08696
GKN,0.07937
GKP,0.05333
GKQ,0.01818
GKR,0.0122
GKS,0.03797
GKT,0.05435
GKV,0.08571
GKW,0.03571
GKY,0.01515
GK_,0
GLG,0.13725
GLH,0.05263
GLI,0.12295
GLK,0.07692
GLL,0.06061
GLM,0.0303
GLN,0.01471
GLP,0.05505
GLQ,0.02778
GLR,0.05556
GLS,0.07273
GLT,0.1215
GLV,0.07087
GLW,0
GLY,0.03846
GL_,0.14286
GMG,0
GMH,0
GMI,0.11765
GMK,0.03571
GML,0.11111
GMM,0
GMN,0.13043
GMP,0.09524
GMQ,0.17391
GMR,0
GMS,0.06452
GMT,0.13793
GMV,0
GMW,0.125
GMY,0.07143
GM_,0.14286
GNG,0.18919
GNH,0.04348
GNI,0.05319
GNK,0.05357
GNL,0.07216
GNM,0.05882
GNN,0.08511
GNP,0.08219
GNQ,0.05455
GNR,0.09434
GNS,0.07317
GNT,0.10667
GNV,0.04386
GNW,0
GNY,0.02041
GN_,0
GPG,0.02174
GPH,0
GPI,0.05634
GPK,0.02857
GPL,0.07619
GPM,0.08333
GPN,0.07143
GPP,0.03226
GPQ,0
GPR,0.0625
GPS,0.07812
GPT,0.07353
GPV,0.03846
GPW,0
GPY,0.03125
GP_,0
GQG,0
GQH,0.09524
GQI,0.09375
GQK,0.05357
GQL,0.09524
GQM,0.03226
GQN,0.08889
GQP,0.03636
GQQ,0.06818
GQR,0.07547
GQS,0.01724
GQT,0.08333
GQV,0.07692
GQW,0.05556
GQY,0.07143
GQ_,0.25
GRG,0.17778
GRH,0.04
GRI,0.06863
GRK,0.08861
GRL,0.08725
GRM,0.23077
GRN,0.06122
GRP,0.01429
GRQ,0.08333
GRR,0.08791
GRS,0.0875
GRT,0.13699
GRV,0.12963
GRW,0.18182
GRY,0.05882
GR_,0
GSG,0.0241
GSH,0.02
GSI,0.1125
GSK,0.04545
GSL,0.04724
GSM,0
GSN,0.03226
GSP,0.04124
GSQ,0.03125
GSR,0.0875
GSS,0.05036
GST,0.06731
GSV,0.03876
GSW,0.16667
GSY,0.05195
GS_,0
GTG,0.10526
GTH,0.02703
GTI,0.06383
GTK,0.05797
GTL,0.04808
GTM,0
GTN,0.05357
GTP,0.08861
GTQ,0.04444
GTR,0.12727
GTS,0.05825
GTT,0.06818
GTV,0.0396
GTW,0.04167
GTY,0.03175
GT_,0
GVG,0.09091
GVH,0.1
GVI,0.06154
GVK,0.05195
GVL,0.1
GVM,0.04348
GVN,0.03636
GVP,0.10294
GVQ,0.03333
GVR,0.12903
GVS,0.12222
GVT,0.04225
GVV,0.06897
GVW,0.2
GVY,0.01961
GV_,0
GWG,0.26316
GWH,0.42857
GWI,0.04348
GWK,0.09091
GWL,0.14286
GWM,0
GWN,0.19048
GWP,0.14286
GWQ,0.25
GWR,0
GWS,0.28571
GWT,0.17391
GWV,0.2381
GWW,0.42857
GWY,0.16667
GYG,0.20588
GYH,0.12
GYI,0.11864
GYK,0.125
GYL,0.17722
GYM,0.26667
GYN,0.02326
GYP,0.15686
GYQ,0.13636
GYR,0.25
GYS,0.12821
GYT,0.16901
GYV,0.19643
GYW,0.15385
GYY,0.11111
GY_,0
HAH,0.16667
HAI,0.03846
HAK,0
HAL,0.02857
HAM,0
HAN,0
HAP,0.05882
HAQ,0
HAR,0.03846
HAS,0.03448
HAT,0
HAV,0.16667
HAW,0.14286
HAY,0.125
HA_,0
HCI,0.09091
HCK,0.1
HCL,0
HCM,0
HCN,0
HCP,0.125
HCQ,0
HCR,0
HCS,0
HCT,0
HCV,0.18182
HCW,0
HCY,0
HDH,0
HDI,0.07407
HDK,0.03846
HDL,0.02083
HDM,0
HDN,0
HDP,0.03571
HDQ,0
HDR,0.13333
HDS,0.04348
HDT,0.07692
HDV,0.13158
HDW,0.16667
HDY,0.26667
HD_,1
HEH,0
HEI,0.075
HEK,0
HEL,0.08621
HEM,0.05263
HEN,0
HEP,0
HEQ,0.04545
HER,0.08696
HES,0.12
HET,0.12903
HEV,0.02632
HEW,0
HEY,0.1875
HE_,0
HFH,0.125
HFI,0.05
HFK,0.2
HFL,0.06897
HFM,0.14286
HFN,0.33333
HFP,0.2
HFQ,0.05556
HFR,0
HFS,0.06452
HFT,0.03333
HFV,0.11538
HFW,0
HFY,0.16667
HGH,0
HGI,0.07692
HGK,0
HGL,0.04545
HGM,0.11111
HGN,0
HGP,0
HGQ,0.04167
HGR,0.08333
HGS,0.03333
HGT,0
HGV,0.08824
HGW,0
HGY,0.05556
HG_,0
HHH,0
HHI,0.07143
HHK,0
HHL,0.05556
HHM,0.27273
HHN,0
HHP,0
HHQ,0.125
HHR,0
HHS,0.07143
HHT,0.0625
HHV,0.09091
HHW,0
HHY,0.16667
HH_,0
HIH,0
HII,0.11765
HIK,0.08696
HIL,0.10256
HIM,0
HIN,0
HIP,0.04762
HIQ,0
HIR,0.09524
HIS,0.03226
HIT,0
HIV,0.12
HIW,0
HIY,0.07692
HKH,0
HKI,0.06897
HKK,0.12195
HKL,0.08621
HKM,0.0625
HKN,0.11538
HKP,0
HKQ,0.03846
HKR,0
HKS,0.03125
HKT,0.05882
HKV,0.14706
HKW,0.08333
HKY,0.05556
HK_,0
HLH,0.1
HLI,0.10526
HLK,0
HLL,0.04225
HLM,0.1
HLN,0.08333
HLP,0.08571
HLQ,0.09375
HLR,0.08571
HLS,0.07895
HLT,0.09677
HLV,0.12727
HLW,0
HLY,0.10526
HL_,1
HMH,0
HMI,0
HMK,0
HML,0.125
HMM,0.2
HMN,0
HMP,0
HMQ,0
HMR,0
HMS,0.1
HMT,0.11111
HMV,0
HMW,0
HMY,1
HM_,0
HNH,0
HNI,0.06897
HNK,0.05882
HNL,0.03226
HNM,0.125
HNN,0.05
HNP,0.09091
HNQ,0
HNR,0.11111
HNS,0
HNT,0.05
HNV,0.07692
HNW,0
HNY,0.2
HN_,0.5
HPH,0
HPI,0
HPK,0
HPL,0.02857
HPM,0
HPN,0.05556
HPP,0
HPQ,0
HPR,0.05882
HPS,0
HPT,0.1
HPV,0.17391
HPW,0.09091
HPY,0
HP_,0.5
HQH,0
HQI,0.2
HQK,0.03846
HQL,0.05172
HQM,0.25
HQN,0.125
HQP,0
HQQ,0.05
HQR,0.06667
HQS,0.09091
HQT,0
HQV,0.23333
HQW,0.25
HQY,0.07143
HQ_,0
HRH,0.14286
HRI,0.06061
HRK,0.07692
HRL,0.02632
HRM,0
HRN,0.04762
HRP,0.03846
HRQ,0.05882
HRR,0.06667
HRS,0.06667
HRT,0.14286
HRV,0.13793
HRW,0.25
HRY,0
HR_,0
HSH,0
HSI,0.11538
HSK,0
HSL,0.01818
HSM,0
HSN,0.04167
HSP,0
HSQ,0
HSR,0.03448
HSS,0.20588
HST,0.04167
HSV,0.06522
HSW,0
HSY,0.2381
HS_,0
HTH,0
HTI,0
HTK,0.04167
HTL,0.02703
HTM,0
HTN,0.05263
HTP,0
HTQ,0
HTR,0.06667
HTS,0
HTT,0
HTV,0.03448
HTW,0
HTY,0.0625
HVH,0
HVI,0
HVK,0
HVL,0.05
HVM,0
HVN,0.05263
HVP,0.13636
HVQ,0.08696
HVR,0.05
HVS,0.12903
HVT,0
HVV,0.08696
HVW,0.5
HVY,0.14286
HV_,0
HWH,0
HWI,0
HWK,0.22222
HWL,0
HWM,0
HWN,0
HWP,0.11111
HWQ,0
HWR,0.6
HWS,0.4
HWT,0.27273
HWV,0.5
HWW,0
HWY,0.16667
HYH,0
HYI,0.08333
HYK,0.04762
HYL,0.17241
HYM,0.25
HYN,0.11765
HYP,0
HYQ,0.15385
HYR,0.3
HYS,0.07407
HYT,0.25
HYV,0.04545
HYW,0
HYY,0.17647
IAI,0.09524
IAK,0.03846
IAL,0.06024
IAM,0.08
IAN,0.04412
IAP,0
IAQ,0.11667
IAR,0.0339
IAS,0.0411
IAT,0.09524
IAV,0.10345
IAW,0.14286
IAY,0.08333
IA_,0
ICI,0.33333
ICK,0.03846
ICL,0.07407
ICM,0.125
ICN,0.07692
ICP,0
ICQ,0.15789
ICR,0
ICS,0
ICT,0
ICV,0.11111
ICW,0
ICY,0.3
IC_,0
IDI,0.06667
IDK,0.05882
IDL,0.07937
IDM,0
IDN,0.0339
IDP,0
IDQ,0.08
IDR,0.06667
IDS,0.06098
IDT,0.04225
IDV,0.06122
IDW,0.08333
IDY,0.04444
ID_,0
IEI,0.03333
IEK,0.05505
IEL,0.09848
IEM,0.0303
IEN,0.04918
IEP,0.04225
IEQ,0.04054
IER,0.00935
IES,0.05882
IET,0.05882
IEV,0.02062
IEW,0.10714
IEY,0.14634
IE_,0
IFI,0
IFK,0.10526
IFL,0.06977
IFM,0
IFN,0.11765
IFP,0.03448
IFQ,0.125
IFR,0.08889
IFS,0.09615
IFT,0.13043
IFV,0.07895
IFW,0
IFY,0.14815
IF_,0
IGI,0.13043
IGK,0.02899
IGL,0.06383
IGM,0.10526
IGN,0.05357
IGP,0
IGQ,0.04545
IGR,0.05882
IGS,0.05357
IGT,0.03279
IGV,0.04348
IGW,0
IGY,0.05556
IG_,0
IHI,0.0625
IHK,0.06522
IHL,0.02703
IHM,0
IHN,0
IHP,0.12
IHQ,0.03571
IHR,0.03226
IHS,0.31707
IHT,0.11111
IHV,0.12
IHW,0
IHY,0.11765
IH_,0
III,0
IIK,0.06024
IIL,0.06
IIM,0.05263
IIN,0.09259
IIP,0.07895
IIQ,0.05
IIR,0.06667
IIS,0.13559
IIT,0.11111
IIV,0.04255
IIW,0.11111
IIY,0.07692
IKI,0.05556
IKK,0.09167
IKL,0.0297
IKM,0.13333
IKN,0.10667
IKP,0.03279
IKQ,0.05797
IKR,0.01429
IKS,0.05
IKT,0.0411
IKV,0.08411
IKW,0.15
IKY,0.05
IK_,0.14286
ILI,0.03846
ILK,0.07339
ILL,0.09375
ILM,0
ILN,0.0241
ILP,0.09756
ILQ,0.04545
ILR,0.11268
ILS,0.10185
ILT,0.075
ILV,0.0625
ILW,0
ILY,0.09804
IL_,0.16667
IMI,0.1
IMK,0.09524
IML,0
IMM,0
IMN,0.05263
IMP,0.10526
IMQ,0.25
IMR,0.09524
IMS,0.05
IMT,0
IMV,0.08333
IMW,0
IMY,0.07143
IM_,0
INI,0.1
INK,0.07042
INL,0.03191
INM,0.09375
INN,0.06452
INP,0.09091
INQ,0.06667
INR,0.05263
INS,0.02857
INT,0.08197
INV,0.13158
INW,0.11765
INY,0.1
IPI,0.05556
IPK,0.05172
IPL,0.01111
IPM,0.17647
IPN,0.02703
IPP,0
IPQ,0.03333
IPR,0.05172
IPS,0.10959
IPT,0.03846
IPV,0.10526
IPW,0.1
IPY,0.08108
IP_,0
IQI,0.04
IQK,0.07143
IQL,0.04286
IQM,0
IQN,0.0339
IQP,0.07895
IQQ,0.0339
IQR,0.08889
IQS,0.10811
IQT,0.12195
IQV,0.02222
IQW,0.2
IQY,0.08
IQ_,0
IRI,0.16667
IRK,0.07071
IRL,0.04598
IRM,0.16129
IRN,0.16981
IRP,0.09259
IRQ,0.06977
IRR,0.09091
IRS,0.06897
IRT,0.11765
IRV,0.08065
IRW,0.1
IRY,0.13725
IR_,0
ISI,0.12121
ISK,0.05952
ISL,0.06316
ISM,0.05405
ISN,0.03333
ISP,0.07692
ISQ,0.0339
ISR,0.11688
ISS,0.06522
IST,0.02941
ISV,0.05333
ISW,0
ISY,0.09434
IS_,0.33333
ITI,0
ITK,0.03371
ITL,0.07407
ITM,0.06667
ITN,0.04082
ITP,0.07576
ITQ,0.02174
ITR,0.06897
ITS,0.02632
ITT,0.04762
ITV,0.04082
ITW,0.06667
ITY,0.03922
IT_,0
IVI,0.05263
IVK,0.08108
IVL,0.04545
IVM,0.25
IVN,0.08772
IVP,0.06
IVQ,0.09756
IVR,0.06557
IVS,0.05479
IVT,0.0339
IVV,0.08163
IVW,0
IVY,0.16667
IV_,0
IWI,0.125
IWK,0.05556
IWL,0.10526
IWM,0.125
IWN,0
IWP,0.0625
IWQ,0.1
IWR,0
IWS,0
IWT,0.16
IWV,0
IWW,0
IWY,0.28571
IYI,0.1875
IYK,0.14634
IYL,0.13514
IYM,0.09091
IYN,0.15556
IYP,0.11765
IYQ,0.0625
IYR,0.13043
IYS,0.16327
IYT,0.17857
IYV,0.05263
IYW,0
IYY,0.11538
IY_,0
KAK,0
KAL,0.04167
KAM,0
KAN,0.04348
KAP,0.03922
KAQ,0.025
KAR,0.03125
KAS,0.0566
KAT,0.0303
KAV,0.08333
KAW,0
KAY,0.09375
KA_,0
KCK,0
KCL,0.03704
KCM,0
KCN,0
KCP,0.04545
KCQ,0
KCR,0
KCS,0
KCT,0
KCV,0.04545
KCY,0.09091
KC_,0
KDK,0.02041
KDL,0.02381
KDM,0.08824
KDN,0
KDP,0.05333
KDQ,0.02273
KDR,0.06349
KDS,0.03488
KDT,0.02299
KDV,0.03297
KDW,0.13043
KDY,0.03448
KD_,0
KEK,0
KEL,0.02917
KEM,0.02
KEN,0.01429
KEP,0
KEQ,0.04
KER,0.05747
KES,0.0198
KET,0.02353
KEV,0.04027
KEW,0.04
KEY,0.0339
KE_,0.125
KFK,0
KFL,0.13846
KFM,0.35714
KFN,0.03922
KFP,0.17647
KFQ,0.03226
KFR,0.18182
KFS,0.08511
KFT,0.08571
KFV,0.04348
KFW,0
KFY,0.2439
KF_,0
KGK,0.07843
KGL,0.0297
KGM,0.11429
KGN,0.03947
KGP,0.01818
KGQ,0.02041
KGR,0.05455
KGS,0.02198
KGT,0.02381
KGV,0.04762
KGW,0.07692
KGY,0.01786
KG_,0
KHK,0.06667
KHL,0.13725
KHM,0.05263
KHN,0.04545
KHP,0.05882
KHQ,0.0625
KHR,0.04762
KHS,0.06452
KHT,0.11111
KHV,0.14706
KHW,0
KHY,0.07692
KH_,0
KIK,0.05128
KIL,0.09184
KIM,0.04167
KIN,0.12069
KIP,0.01961
KIQ,0.04444
KIR,0.01695
KIS,0.125
KIT,0.04167
KIV,0.05479
KIW,0.25
KIY,0.1
KI_,0
KKK,0.05357
KKL,0.04
KKM,0.06818
KKN,0.01515
KKP,0.04255
KKQ,0.04444
KKR,0.02857
KKS,0.01562
KKT,0.02703
KKV,0.03704
KKW,0.05263
KKY,0.07018
KK_,0
KLK,0.11475
KLL,0.1206
KLM,0.07317
KLN,0.0404
KLP,0.03797
KLQ,0.07143
KLR,0.02151
KLS,0.09322
KLT,0.06977
KLV,0.07857
KLW,0.11111
KLY,0.09231
KL_,0
KMK,0.25
KML,0.025
KMM,0.15385
KMN,0.11765
KMP,0
KMQ,0.11111
KMR,0.11765
KMS,0
KMT,0.09091
KMV,0
KMW,0
KMY,0.125
KM_,0
KNK,0
KNL,0.02655
KNM,0.03125
KNN,0.06383
KNP,0.06122
KNQ,0.02381
KNR,0.02632
KNS,0.0597
KNT,0.05769
KNV,0.05333
KNW,0.05882
KNY,0.08824
KN_,0
KPK,0
KPL,0.03125
KPM,0.07407
KPN,0.06383
KPP,0.025
KPQ,0.07143
KPR,0.04444
KPS,0.03175
KPT,0.07843
KPV,0.01471
KPW,0.09091
KPY,0
KP_,0
KQK,0.05263
KQL,0.06731
KQM,0.14815
KQN,0.03125
KQP,0
KQQ,0.02041
KQR,0
KQS,0.05882
KQT,0.06667
KQV,0.06061
KQW,0.07692
KQY,0.07895
KQ_,0
KRK,0.075
KRL,0.01724
KRM,0.03333
KRN,0.0625
KRP,0.03226
KRQ,0.05882
KRR,0.01587
KRS,0.12121
KRT,0.0625
KRV,0.04286
KRW,0.12903
KRY,0.075
KR_,0.16667
KSK,0.02632
KSL,0.0229
KSM,0.03704
KSN,0.08
KSP,0.01587
KSQ,0.025
KSR,0.05455
KSS,0.04
KST,0.04286
KSV,0.01562
KSW,0
KSY,0.05455
KS_,0
KTK,0
KTL,0.06338
KTM,0
KTN,0.03922
KTP,0.01429
KTQ,0.06977
KTR,0.04
KTS,0.05556
KTT,0.08824
KTV,0.07407
KTW,0
KTY,0.06897
KT_,0
KVK,0.15385
KVL,0.04545
KVM,0.13793
KVN,0.07018
KVP,0.05769
KVQ,0.05128
KVR,0.08929
KVS,0.03448
KVT,0.03896
KVV,0.08654
KVW,0.16667
KVY,0.075
KV_,0
KWK,0.27273
KWL,0.04545
KWM,0.125
KWN,0.15385
KWP,0
KWQ,0.125
KWR,0.42857
KWS,0.05882
KWT,0.28571
KWV,0.27586
KWW,0.14286
KWY,0.13333
KW_,0
KYK,0.03846
KYL,0.06061
KYM,0
KYN,0.15385
KYP,0.07692
KYQ,0
KYR,0.22727
KYS,0.01887
KYT,0.06818
KYV,0.04255
KYW,0
KYY,0.15556
LAL,0.05333
LAM,0.06061
LAN,0.03191
LAP,0.10811
LAQ,0.05797
LAR,0.03448
LAS,0.05645
LAT,0.0495
LAV,0.05455
LAW,0.04762
LAY,0.06818
LA_,0
LCL,0.13043
LCM,0
LCN,0.08
LCP,0.15789
LCQ,0.04762
LCR,0.02941
LCS,0.06897
LCT,0.07692
LCV,0.08
LCW,0
LCY,0
LC_,0
LDL,0.02985
LDM,0.09804
LDN,0.03125
LDP,0.06504
LDQ,0.05618
LDR,0.07258
LDS,0.09524
LDT,0.05825
LDV,0.07042
LDW,0.04167
LDY,0.09524
LD_,0
LEL,0.04545
LEM,0.03704
LEN,0.06
LEP,0.06195
LEQ,0.08392
LER,0.04511
LES,0.04196
LET,0.05469
LEV,0.04545
LEW,0.04545
LEY,0.03333
LE_,0.05882
LFL,0.11111
LFM,0.06667
LFN,0.09302
LFP,0.12069
LFQ,0.0566
LFR,0.10145
LFS,0.04545
LFT,0.06897
LFV,0.11594
LFW,0
LFY,0.10526
LF_,0.2
LGL,0.1039
LGM,0.08571
LGN,0.04494
LGP,0.01515
LGQ,0.04
LGR,0.03571
LGS,0.02158
LGT,0.04167
LGV,0.09302
LGW,0
LGY,0.06154
LG_,0
LHL,0.05
LHM,0
LHN,0.08
LHP,0.08333
LHQ,0.03846
LHR,0.03125
LHS,0.09259
LHT,0.05263
LHV,0.04
LHW,0.28571
LHY,0.11111
LH_,0
LIL,0.16279
LIM,0
LIN,0.11268
LIP,0.06329
LIQ,0.07895
LIR,0.0625
LIS,0.04274
LIT,0.03797
LIV,0.0625
LIW,0.23077
LIY,0.08333
LI_,0.14286
LKL,0.05405
LKM,0.07317
LKN,0.10169
LKP,0.0241
LKQ,0.05607
LKR,0.07752
LKS,0.0679
LKT,0.02128
LKV,0.02878
LKW,0.07317
LKY,0.125
LK_,0.05556
LLL,0.07071
LLM,0.09302
LLN,0.04027
LLP,0.06667
LLQ,0.09677
LLR,0.08805
LLS,0.05464
LLT,0.09286
LLV,0.11607
LLW,0.05
LLY,0.07692
LL_,0
LML,0.16667
LMM,0.35714
LMN,0.11111
LMP,0.03571
LMQ,0.06818
LMR,0.02632
LMS,0.08929
LMT,0.14286
LMV,0.17143
LMW,0
LMY,0
LM_,0.11111
LNL,0.02899
LNM,0.06452
LNN,0.04167
LNP,0.04082
LNQ,0.07407
LNR,0.06742
LNS,0.09649
LNT,0.04819
LNV,0.06122
LNW,0.15789
LNY,0.01887
LN_,0
LPL,0.0137
LPM,0.05882
LPN,0.06757
LPP,0.03968
LPQ,0.01449
LPR,0.03896
LPS,0.03738
LPT,0.07447
LPV,0.024
LPW,0.10714
LPY,0.05882
LP_,0.11111
LQL,0.12821
LQM,0
LQN,0.12048
LQP,0.03509
LQQ,0.0463
LQR,0.04255
LQS,0.05217
LQT,0.02817
LQV,0.05085
LQW,0.04167
LQY,0.04918
LQ_,0
LRL,0.11
LRM,0.1087
LRN,0.08824
LRP,0.09783
LRQ,0.06061
LRR,0.11504
LRS,0.0596
LRT,0.12088
LRV,0.02759
LRW,0.03333
LRY,0.08571
LR_,0
LSL,0.14286
LSM,0.02703
LSN,0.06522
LSP,0.03509
LSQ,0.01818
LSR,0.02362
LSS,0.08523
LST,0.09483
LSV,0.01724
LSW,0.0625
LSY,0.05357
LS_,0.11765
LTL,0.03077
LTM,0.04651
LTN,0.05208
LTP,0
LTQ,0.03371
LTR,0.05376
LTS,0.09244
LTT,0.08
LTV,0.06081
LTW,0.07692
LTY,0.03175
LT_,0
LVL,0.04
LVM,0.09756
LVN,0.05556
LVP,0.02913
LVQ,0.05208
LVR,0.05185
LVS,0.072
LVT,0.07143
LVV,0.09524
LVW,0
LVY,0.02778
LV_,0
LWL,0.07692
LWM,0
LWN,0.2
LWP,0.14286
LWQ,0.13636
LWR,0
LWS,0.25
LWT,0.09524
LWV,0.3
LWW,0.11111
LWY,0.2
LYL,0.20455
LYM,0.2381
LYN,0.1
LYP,0.13559
LYQ,0.05769
LYR,0.18182
LYS,0.09091
LYT,0.09836
LYV,0.08621
LYW,0.11111
LYY,0.19608
LY_,0
MAM,0
MAN,0
MAP,0.08
MAQ,0
MAR,0
MAS,0
MAT,0.08
MAV,0.06061
MAW,0
MAY,0.125
MA_,0
MCN,0
MCP,0
MCQ,0
MCR,0.5
MCS,0
MCT,0
MCV,0
MC_,0.33333
MDM,0
MDN,0
MDP,0.03448
MDQ,0.0303
MDR,0.13043
MDS,0.09375
MDT,0.03571
MDV,0.03571
MDW,0
MDY,0.05556
MD_,0
MEM,0.09091
MEN,0.03333
MEP,0.13043
MEQ,0
MER,0
MES,0.06452
MET,0.08696
MEV,0.04444
MEW,0.125
MEY,0.08696
ME_,0
MFM,0
MFN,0.1875
MFP,0.16667
MFQ,0
MFR,0.26316
MFS,0.09524
MFT,0.07143
MFV,0.14286
MFW,0.2
MFY,0.22222
MF_,0
MGM,0
MGN,0
MGP,0.15789
MGQ,0.08333
MGR,0
MGS,0.03333
MGT,0.22222
MGV,0.06061
MGW,0.3
MGY,0
MG_,0
MHM,0
MHN,0
MHP,0
MHQ,0.07143
MHR,0.08333
MHS,0
MHT,0
MHV,0
MHW,0.5
MHY,0
MH_,0
MIM,0
MIN,0.125
MIP,0.05556
MIQ,0
MIR,0.13043
MIS,0.04167
MIT,0.04348
MIV,0.11111
MIW,0
MIY,0.16667
MKM,0.14286
MKN,0
MKP,0.03125
MKQ,0
MKR,0.0625
MKS,0.03571
MKT,0.03704
MKV,0.03333
MKW,0
MKY,0
MK_,0
MLM,0
MLN,0.07692
MLP,0.09677
MLQ,0.125
MLR,0
MLS,0
MLT,0.03704
MLV,0.0625
MLW,0
MLY,0.11765
ML_,1
MMM,0
MMN,0.23077
MMP,0.25
MMQ,0.46154
